Unnamed: 0,adress3,City3,zip_code3,bad3,bath3,Area3,parking3,AC3,Appliances3,price2,Dishwasher1,Refrigerator1,Disposal1,Microwave1,country
136,2508 W 12TH ST APT 306,"Austin, TX",78703.0,2,2,"1,059",2,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Washer",174552.0,yes,no,no,no,USA
137,3211 BRYKER DR,"Austin, TX",78703.0,2,2,"1,373",2,Yes,"Dishwasher, Disposal, Gas Range, Microwave, Oven, Free-standing Range, Refrigerator",315440.0,yes,no,no,no,USA
138,7122 WOOD HOLLOW DR APT 51,"Austin, TX",78731.0,2,2,"1,158",2,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Microwave, Free-standing Range, Refrigerator, Washer",153772.0,yes,no,no,no,USA
139,915 W 21ST ST APT 8,"Austin, TX",78705.0,1,1,390,1,Yes,"Gas Range, Free-standing Range, Refrigerator",116368.0,no,no,no,no,USA
140,125 WOODWARD ST APT 201,"Austin, TX",78704.0,2,1,825,2,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Refrigerator",120108.0,yes,no,no,no,USA
141,1203 W 49TH ST # KK,"Austin, TX",78756.0,1,1,750,1,Yes,"Disposal, Gas Range, Refrigerator",95588.0,no,no,yes,no,USA
142,2815 RIO GRANDE ST APT 201,"Austin, TX",78705.0,2,1,509,1,Yes,"Dishwasher, Microwave, Refrigerator, Stainless Steel Appliance(s), Washer/Dryer Stacked",124264.0,yes,no,no,no,USA
143,5820 BERKMAN DR APT 113,"Austin, TX",78723.0,2,1,789,2,Yes,"Dishwasher, Disposal, Refrigerator, Stainless Steel Appliance(s)",132992.0,yes,no,no,no,USA
144,915 W 21ST ST APT 4,"Austin, TX",78705.0,1,1,390,1,Yes,"Gas Range, Free-standing Range, Refrigerator",116368.0,no,no,no,no,USA
145,2207 TRAILSIDE DR # A,"Austin, TX",78704.0,2,2,"2,496",2,Yes,"Dishwasher, Disposal, Electric Cooktop, Electric Range, Free-standing Range, Refrigerator, Washer/Dryer",0.0,yes,no,no,no,USA
146,1900 SCOFIELD RIDGE PKWY APT 103,"Austin, TX",78727.0,2,3,"1,687",4,Yes,"Dishwasher, Disposal, Dryer, Oven, Refrigerator, Washer/Dryer",191176.0,yes,no,no,no,USA
147,7685 NORTHCROSS DR UNIT 1009,"Austin, TX",78757.0,1,1,650,1,Yes,"Dishwasher, Disposal, Electric Cooktop, Electric Range, Microwave, Oven, Refrigerator",114290.0,yes,no,no,no,USA
148,,,,—,2,"1,150",No Info,No Info,,0.0,no,no,no,no,USA
149,4709 HARMON AVE APT 504,"Austin, TX",78751.0,1,1,400,1,Yes,"Disposal, Electric Cooktop, Electric Range, Free-standing Range, Refrigerator",62340.0,no,no,yes,no,USA
150,203 LAGUNA VISTA DR # B,"Austin, TX",78746.0,1,1,511,1,Yes,"Electric Range, Freezer, Microwave, Electric Oven",140888.0,no,no,no,no,USA
151,,,,,,,,,,0.0,no,no,no,no,USA
152,6301 GUADALUPE ST,"Austin, TX",78752.0,2,2,925,2,Yes,"Built-in Refrigerator, Dishwasher, Cooktop Gas, Microwave, Free-standing Gas Oven, Refrigerator, Washer/Dryer Stacked, Tankless Water Heater",216112.0,no,no,no,no,USA
153,4414 DIANE DR APT 2A,"Austin, TX",78745.0,1,1,480,1,Yes,"Free-standing Electric Range, Refrigerator, See Remarks",103900.0,no,no,no,no,USA
154,2529 RIO GRANDE ST APT 43,"Austin, TX",78705.0,2,3,"1,191",1,Yes,"Dishwasher, Disposal, Electric Range, Free-standing Range, Refrigerator, Washer/Dryer Stacked, Water Heater-electric",199072.0,yes,no,no,no,USA
155,1700 W 30TH ST # B,"Austin, TX",78703.0,1,1,575,1,Yes,"Dishwasher, Dryer, Exhaust Fan, Free-standing Range, Refrigerator, Washer, Washer/Dryer Stacked",132992.0,yes,no,no,no,USA
156,44 EAST AVE UNIT 3109,"Austin, TX",78701.0,2,2,791,2,Yes,Built-in Refrigerator,290920.0,no,no,no,no,USA
157,4361 S CONGRESS AVE UNIT 423,"Austin, TX",78745.0,1,1,825,1,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Refrigerator",166240.0,yes,no,no,no,USA
158,2119 FRATE BARKER RD UNIT 2106,"Austin, TX",78748.0,2,3,"2,223",2,Yes,"Dishwasher, Free-standing Gas Range, Refrigerator, Washer/Dryer",349104.0,yes,no,no,no,USA
159,1912 LIGHTSEY RD APT 1,"Austin, TX",78704.0,2,2,"1,034",2,Yes,"Dishwasher, Disposal, Dryer, Cooktop Gas, Microwave, Free-standing Gas Oven, Free-standing Gas Range, Free-standing Refrigerator, Stainless Steel Appliance(s), Washer, Water Heater-gas",162084.0,yes,no,no,no,USA
160,,,,,,,,,,0.0,no,no,no,no,USA
161,2119 FRATE BARKER RD UNIT 1105,"Austin, TX",78748.0,2,3,"2,223",2,Yes,"Dishwasher, Microwave, Oven, Free-standing Gas Oven, Refrigerator, Washer/Dryer",288842.0,yes,no,no,no,USA
162,626 N LAMAR BLVD,"Austin, TX",78703.0,1,1,576,1,Yes,"Dishwasher, Refrigerator",166240.0,yes,no,no,no,USA
163,1307 KINNEY AVE APT 109,"Austin, TX",78704.0,2,3,"1,101",2,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Microwave, Free-standing Range, Refrigerator, Washer",216112.0,yes,no,no,no,USA
164,,,,,,,,,,0.0,no,no,no,no,USA
165,2450 WICKERSHAM LN # L1208,"Austin, TX",78741.0,2,1,935,2,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Rnghd, Refrigerator, Washer/Dryer, Water Heater-electric",0.0,yes,no,no,no,USA
166,4312 DUVAL ST APT 104,"Austin, TX",78751.0,1,1,510,No Info,Yes,"Dishwasher, Electric Cooktop, Microwave, Electric Oven, Refrigerator",115537.0,yes,no,no,no,USA
167,301 WEST AVE UNIT 1405,"Austin, TX",78701.0,2,1,999,1,Yes,"Built-in Oven(s), Dishwasher, Disposal, Exhaust Fan, Cooktop Gas, Gas Range, Microwave, Refrigerator, Stainless Steel Appliance(s), Washer/Dryer, Wine Refrigerator",423912.0,no,no,no,no,USA
168,2500 LONGVIEW ST APT 308,"Austin, TX",78705.0,1,1,818,1,Yes,"Dishwasher, Disposal, Electric Cooktop, Microwave, Oven, Stainless Steel Appliance(s), Washer/Dryer",191176.0,yes,no,no,no,USA
169,2209 E 51ST ST # A,"Austin, TX",78723.0,2,1,"1,020",2,Yes,"Dishwasher, Disposal, Down Draft, Cooktop Gas, Gas Range, Refrigerator",145460.0,yes,no,no,no,USA
170,2209 HANCOCK DR APT 17,"Austin, TX",78756.0,1,1,900,2,Yes,"Dishwasher, Disposal, Exhaust Fan, Gas Range, Microwave",165824.0,yes,no,no,no,USA
171,5330 BALCONES DR APT C,"Austin, TX",78731.0,2,2,955,2,Yes,"Dishwasher, Disposal, Refrigerator",145460.0,yes,no,no,no,USA
172,2119 FRATE BARKER RD UNIT 2102,"Austin, TX",78748.0,2,3,"2,223",2,Yes,"Dishwasher, Free-standing Gas Oven, Refrigerator, Washer/Dryer",311700.0,yes,no,no,no,USA
173,6105 HILL FOREST DR,"Austin, TX",78749.0,2,2,"1,078",4,Yes,"Dishwasher, Disposal, Energy Star Qualified Appliances, Energy Star Qualified Dishwasher, Cooktop Gas, Microwave, Oven, Free-standing Gas Oven, Free-standing Gas Range, Free-standing Refrigerator, Self Cleaning Oven, Stainless Steel Appliance(s), Vented Exhaust Fan",0.0,yes,no,no,no,USA
174,4312 DUVAL ST APT 103,"Austin, TX",78751.0,1,1,550,No Info,Yes,"Dishwasher, Electric Cooktop, Microwave, Electric Oven, Refrigerator",115537.0,yes,no,no,no,USA
175,519 CLIFF DR # 2,"Austin, TX",78704.0,2,1,"1,022",2,Yes,"Dishwasher, Disposal, Electric Range, Free-standing Range, Refrigerator",199072.0,yes,no,no,no,USA
176,2805 DULCE LN UNIT 1023,"Austin, TX",78704.0,2,2,"1,344",2,Yes,"Built-in Oven(s), Dishwasher, Disposal, Cooktop Gas, Microwave, Free-standing Range, Refrigerator, Washer/Dryer",265984.0,no,no,no,no,USA
177,1509 W 39TH 1/2 ST # 101,"Austin, TX",78756.0,1,1,703,1,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Microwave, Refrigerator, Washer, Water Heater-electric",129667.0,yes,no,no,no,USA
178,2801 HEMPHILL PARK # A104,"Austin, TX",78705.0,1,1,450,1,Yes,"Convection Oven, Disposal, Oven, Refrigerator, Stainless Steel Appliance(s)",103900.0,no,no,no,no,USA
179,2217 ONION CREEK PKWY UNIT 109,"Austin, TX",78747.0,2,2,"1,567",4,Yes,"Dishwasher, Disposal, Microwave, Free-standing Electric Range, Self Cleaning Oven, Water Heater-electric",191176.0,yes,no,no,no,USA
180,2119 FRATE BARKER RD UNIT 2103,"Austin, TX",78748.0,2,3,"2,223",2,Yes,"Dishwasher, Free-standing Gas Range, Refrigerator, Washer/Dryer",311700.0,yes,no,no,no,USA
181,,,,—,4,966,No Info,No Info,,0.0,no,no,no,no,USA
182,9203 SEDGEMOOR TRL # B,"Austin, TX",78748.0,2,2,906,2,Yes,"Dishwasher, Disposal, Gas Range, Free-standing Gas Oven, Free-standing Gas Range, Refrigerator",153772.0,yes,no,no,no,USA
183,411 BRAZOS ST APT 210,"Austin, TX",78701.0,1,2,"1,884",1,Yes,"Dishwasher, Disposal, Gas Range, Microwave, Oven, Free-standing Range, Refrigerator, Washer/Dryer",0.0,yes,no,no,no,USA
184,510 EL PASO ST # B,"Austin, TX",78704.0,2,3,978,1,Yes,"Cooktop, Dishwasher, Disposal, Cooktop Gas, Microwave, Refrigerator, Stainless Steel Appliance(s), Washer/Dryer Stacked",257672.0,no,no,no,no,USA
185,1800 LAVACA ST # A-415,"Austin, TX",78701.0,1,1,592,1,Yes,"Dishwasher, Disposal, Gas Range, Microwave, Refrigerator",132576.0,yes,no,no,no,USA
186,711 EBERHART LN APT 211,"Austin, TX",78745.0,1,1,576,2,Yes,"Dishwasher, Refrigerator, Self Cleaning Oven",85198.0,yes,no,no,no,USA
187,11206 RENEL DR # A,"Austin, TX",78758.0,2,1,900,1,Yes,"Disposal, Gas Range, Free-standing Range",120524.0,no,no,yes,no,USA
188,4620 W WILLIAM CANNON DR APT 40,"Austin, TX",78749.0,2,3,"1,397",2,Yes,"Dishwasher, Gas Range, Microwave, Free-standing Range, Self Cleaning Oven",203644.0,yes,no,no,no,USA
189,,,,,,,,,,0.0,no,no,no,no,USA
190,6803 WOODHUE DR # A,"Austin, TX",78745.0,2,2,900,2,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Refrigerator",145460.0,yes,no,no,no,USA
191,11908 ARGONNE FOREST TRL # B,"Austin, TX",78759.0,2,1,"2,065",1,Yes,"Dishwasher, Free-standing Range, Refrigerator",120524.0,yes,no,no,no,USA
192,4431 JINX AVE # 2,"Austin, TX",78745.0,2,3,"1,400",3,Yes,"Dishwasher, Disposal, Energy Star Qualified Appliances, Exhaust Fan, Gas Range, Microwave, Free-standing Gas Oven, Free-standing Gas Range, Refrigerator, Stainless Steel Appliance(s), Washer/Dryer, Water Heater-gas, Tankless Water Heater",290920.0,yes,no,no,no,USA
193,360 NUECES ST APT 1116,"Austin, TX",78701.0,2,2,"1,117",2,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Free-standing Refrigerator, Washer/Dryer Stacked, Water Heater-electric",290920.0,yes,no,no,no,USA
194,5808 WELLINGTON DR APT 4,"Austin, TX",78723.0,2,2,970,1,Yes,"Cooktop, Dishwasher, Disposal, Dryer, Electric Cooktop, Ice Maker, Microwave, Oven, Electric Oven, Free-standing Electric Oven, Range, Free-standing Electric Range, Rnghd, Refrigerator, Free-standing Refrigerator, Stainless Steel Appliance(s), Washer, Washer/Dryer",110134.0,no,no,no,no,USA
195,4801 SPRINGDALE RD APT 1110,"Austin, TX",78723.0,1,1,699,1,Yes,"Convection Oven, Cooktop, Dishwasher, Disposal, Electric Cooktop, Microwave, Oven, Refrigerator, See Remarks, Self Cleaning Oven, Washer/Dryer Stacked",191176.0,no,no,no,no,USA
196,2608 E 6TH ST APT 1,"Austin, TX",78702.0,2,3,"1,356",2,Yes,"Dishwasher, Disposal, Exhaust Fan, Gas Oven, Free-standing Gas Range, Stainless Steel Appliance(s), Water Heater-gas",249360.0,yes,no,no,no,USA
197,4801 SPRINGDALE RD APT 1110,"Austin, TX",78723.0,1,1,699,No Info,Yes,"Convection Oven, Dryer, Dishwasher, Electric Cooktop, Other, Refrigerator, See Remarks, Washer, Cooktop, Microwave",191176.0,no,no,no,no,USA
198,2616 ALCOTT LN APT A,"Austin, TX",78748.0,2,2,"1,140",1,Yes,"Dishwasher, Disposal, Electric Range, Free-standing Range, Refrigerator",145460.0,yes,no,no,no,USA
199,2520 QUARRY RD APT 206,"Austin, TX",78703.0,2,2,876,2,Yes,"Cooktop, Dishwasher, Disposal, Dryer, Microwave, Electric Oven, Refrigerator, Washer",174552.0,no,no,no,no,USA
200,2804 S 1ST ST APT 1106,"Austin, TX",78704.0,2,2,"1,230",1,Yes,"Dryer, Gas Range, Oven, Refrigerator, Washer",290920.0,no,no,no,no,USA
201,513 PECAN GROVE RD APT 103,"Austin, TX",78704.0,2,1,725,1,Yes,"Dishwasher, Disposal, Electric Cooktop, Electric Range, Oven, Refrigerator, Stainless Steel Appliance(s), Washer/Dryer",190760.0,yes,no,no,no,USA
202,,,,1,1,773,No Info,No Info,,0.0,no,no,no,no,USA
203,3304 RED RIVER ST APT 204,"Austin, TX",78705.0,2,1,750,2,Yes,"Dishwasher, Electric Cooktop, Electric Oven, Refrigerator, Washer",122602.0,yes,no,no,no,USA
204,3400 SPEEDWAY APT 212,"Austin, TX",78705.0,2,1,618,1,Yes,"Dishwasher, Disposal, Electric Cooktop, Oven, Refrigerator, Washer/Dryer Stacked",132992.0,yes,no,no,no,USA
205,612 W 51ST ST APT 101,"Austin, TX",78751.0,1,1,600,1,Yes,"Dishwasher, Disposal, Dryer, Free-standing Range, Refrigerator, Washer, Washer/Dryer Stacked",99328.0,yes,no,no,no,USA
206,5906 GREEN ACRES,"Austin, TX",78727.0,2,2,920,2,Yes,"Dishwasher, Disposal, Free-standing Range",141304.0,yes,no,no,no,USA
207,2305 VENTURA DR # A,"Austin, TX",78741.0,2,1,857,1,Yes,"Dishwasher, Disposal, Microwave, Free-standing Range, Refrigerator, Stainless Steel Appliance(s), Water Heater-electric",132576.0,yes,no,no,no,USA
208,2105 W 11TH ST # A,"Austin, TX",78703.0,2,3,"1,976",2,Yes,"Built-in Oven(s), Convection Oven, Dishwasher, Disposal, Cooktop Gas, Gas Range, Microwave, Free-standing Range, Refrigerator",407288.0,no,no,no,no,USA
209,,,,,,,,,,0.0,no,no,no,no,USA
210,2818 NUECES ST APT 103,"Austin, TX",78705.0,1,1,550,1,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Free-standing Range, Refrigerator, Washer/Dryer Stacked",105147.0,yes,no,no,no,USA
211,,,,,,,,,,0.0,no,no,no,no,USA
212,4300 ACROPOLIS CT APT A,"Austin, TX",78759.0,2,1,768,2,Yes,"Dishwasher, Disposal, Electric Cooktop, Electric Range, Free-standing Range, Refrigerator",85198.0,yes,no,no,no,USA
213,408 RADAM LN,"Austin, TX",78745.0,2,1,720,2,Yes,"Microwave, Gas Oven, Refrigerator, Stainless Steel Appliance(s), Water Heater-gas",157512.0,no,no,no,yes,USA
214,203 E 31ST ST APT 211,"Austin, TX",78705.0,2,2,834,2,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Free-standing Electric Range, Refrigerator, Washer/Dryer Stacked",170396.0,yes,no,no,no,USA
215,1906 E 9TH ST # A,"Austin, TX",78702.0,2,1,552,2,Yes,"Free-standing Electric Range, Refrigerator, Washer/Dryer",162084.0,no,no,no,no,USA
216,1900 BARTON SPRINGS RD UNIT 1040,"Austin, TX",78704.0,1,1,887,1,Yes,"Convection Oven, Cooktop, Dishwasher, Disposal, Dryer, Electric Cooktop, Electric Range, Microwave, Oven, Electric Oven, Free-standing Range, Refrigerator, Washer, Washer/Dryer, Washer/Dryer Stacked",191176.0,no,no,no,no,USA
217,,,,,,,,,,0.0,no,no,no,no,USA
218,602 BLACKSON AVE,"Austin, TX",78752.0,2,1,832,2,Yes,"Dishwasher, Disposal, Energy Star Qualified Appliances, Exhaust Fan, Gas Range, Microwave, Oven, Free-standing Range, Refrigerator, Washer/Dryer Stacked, Tankless Water Heater",149616.0,yes,no,no,no,USA
219,3506 SPEEDWAY APT 104,"Austin, TX",78705.0,1,1,504,1,Yes,"Cooktop, Dishwasher, Electric Cooktop, Refrigerator",112212.0,no,no,no,no,USA
220,2801 SKYWAY CIR APT 104,"Austin, TX",78704.0,2,2,903,2,Yes,"Dishwasher, Disposal, Dryer, Energy Star Qualified Appliances, Gas Range, Free-standing Range, Refrigerator, Washer, Water Heater-gas",132576.0,yes,no,no,no,USA
221,1304 SUMMIT ST APT 101,"Austin, TX",78741.0,2,1,764,2,Yes,"Dishwasher, Disposal, Gas Range, Refrigerator",182864.0,yes,no,no,no,USA
222,3819 SOUTHWAY DR APT 111,"Austin, TX",78704.0,2,1,820,2,Yes,"Built-in Oven(s), Convection Oven, Dishwasher, Disposal, Electric Cooktop, Electric Range, Exhaust Fan, Microwave, Refrigerator, Water Heater-electric",112212.0,no,no,no,no,USA
223,360 NUECES ST APT 3105,"Austin, TX",78701.0,2,2,"1,225",2,Yes,"Bar Fridge, Cooktop, Dishwasher, Disposal",274296.0,no,no,no,no,USA
224,4306 SHALLOWBROOK TRL # A,"Austin, TX",78744.0,2,1,855,6,Yes,"Dishwasher, Microwave, Plumbed For Ice Maker, Free-standing Gas Range, Free-standing Refrigerator, Stainless Steel Appliance(s), Water Heater-gas",128836.0,yes,no,no,no,USA
225,6000 SHEPHERD MOUNTAIN CV UNIT 1804,"Austin, TX",78730.0,1,1,608,1,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Refrigerator, Washer/Dryer",99744.0,yes,no,no,no,USA
226,1309 E 52ND ST APT 4,"Austin, TX",78723.0,2,1,612,2,Yes,"Dishwasher, Exhaust Fan, Gas Range, Free-standing Gas Oven, Refrigerator, Washer/Dryer, Water Heater-gas",128836.0,yes,no,no,no,USA
227,915 W 23RD ST APT 203,"Austin, TX",78705.0,2,2,945,2,Yes,"Dishwasher, Microwave, Free-standing Range, Refrigerator, Trash Compactor",207800.0,yes,no,no,no,USA
228,2919 E 13TH ST # 2,"Austin, TX",78702.0,2,3,975,1,Yes,"Built-in Gas Range, Dishwasher, Disposal, Exhaust Fan, Microwave, Plumbed For Ice Maker, Tankless Water Heater",299232.0,no,no,no,no,USA
229,202 FRANKLIN BLVD # A,"Austin, TX",78751.0,2,2,"1,180",2,Yes,"Dishwasher, Disposal, Dryer, Gas Range, Range, Rnghd, Refrigerator, Washer, Water Heater-gas",220268.0,yes,no,no,no,USA
230,910 DUNCAN LN APT 45,"Austin, TX",78705.0,1,1,620,1,Yes,"Dishwasher, Disposal, Microwave, Free-standing Range, Refrigerator, Water Purifier Owned",125927.0,yes,no,no,no,USA
231,3316 GUADALUPE ST APT 221,"Austin, TX",78705.0,1,1,399,1,Yes,"Dishwasher, Disposal, Refrigerator",95588.0,yes,no,no,no,USA
232,6000 SHEPHERD MOUNTAIN CV UNIT 105,"Austin, TX",78730.0,1,1,706,1,Yes,"Dishwasher, Disposal, Electric Range, Microwave, Refrigerator",107640.0,yes,no,no,no,USA
233,807 W 25TH ST APT 103,"Austin, TX",78705.0,2,2,925,2,Yes,"Electric Cooktop, Dishwasher, Disposal, Microwave, Free-standing Range, Refrigerator, Stainless Steel Appliance(s)",166240.0,no,no,no,no,USA
234,2610 SALADO ST APT 112,"Austin, TX",78705.0,2,1,625,2,Yes,"Cooktop Gas, Gas Range, Oven, Refrigerator",126758.0,no,no,no,no,USA
235,3404 1/2 GROOMS ST APT B,"Austin, TX",78705.0,1,1,675,1,Yes,"Convection Oven, Dishwasher, Cooktop Gas, Refrigerator, See Remarks",147538.0,no,no,no,no,USA
236,1610 WATERSTON AVE APT 9,"Austin, TX",78703.0,2,2,"1,048",2,Yes,"Dishwasher, Disposal, Dryer, Electric Range, Microwave, Refrigerator, Washer",216112.0,yes,no,no,no,USA
237,44 EAST AVE UNIT 1803,"Austin, TX",78701.0,1,1,613,1,Yes,"Built-in Oven(s), Built-in Range, Built-in Refrigerator, Dishwasher, Disposal, Microwave, Washer/Dryer",245204.0,no,no,no,no,USA
238,5303 INDIO CV APT D,"Austin, TX",78745.0,2,2,"4,384",2,Yes,"Dishwasher, Disposal, Electric Range, Free-standing Range, Refrigerator",132576.0,yes,no,no,no,USA
239,12812 TOMANET TRL # B,"Austin, TX",78727.0,2,2,"1,784",1,Yes,"Dishwasher, Disposal, Free-standing Range",115952.0,yes,no,no,no,USA
240,4306 BERKMAN DR APT E,"Austin, TX",78723.0,2,2,"1,440",2,Yes,"Dishwasher, Disposal, Exhaust Fan, Gas Range, Microwave, Oven, Free-standing Gas Range, Water Heater-gas",257672.0,yes,no,no,no,USA
241,1103 1/2 FIESTA ST # B,"Austin, TX",78702.0,2,2,937,1,Yes,"Dishwasher, Disposal, Energy Star Qualified Appliances, Cooktop Gas, Microwave, Refrigerator, Stainless Steel Appliance(s), Washer/Dryer Stacked, Tankless Water Heater",245204.0,yes,no,no,no,USA
242,1304 MARIPOSA DR APT 104,"Austin, TX",78704.0,1,1,617,1,Yes,"Dishwasher, Disposal, Dryer, Freezer, Free-standing Electric Range, Free-standing Refrigerator, Self Cleaning Oven, Stainless Steel Appliance(s), Washer/Dryer, Water Heater-gas",128836.0,yes,no,no,no,USA
243,806 W 24TH ST APT 304,"Austin, TX",78705.0,2,2,904,2,Yes,"Convection Oven, Cooktop, Dryer, Microwave, Oven, Electric Oven, Refrigerator, Washer, See Remarks",170396.0,no,no,no,no,USA
244,106 E 30TH ST APT 305,"Austin, TX",78705.0,2,2,820,2,Yes,"Dishwasher, Dryer, Microwave, Free-standing Electric Range, Free-standing Refrigerator, Washer",162084.0,yes,no,no,no,USA
245,2703 SWISHER ST APT 202A,"Austin, TX",78705.0,2,1,"1,095",1,Yes,"Dishwasher, Dryer, Microwave, Free-standing Range, Refrigerator, Washer",141304.0,yes,no,no,no,USA
246,4709 HARMON AVE APT 415,"Austin, TX",78751.0,1,1,500,1,Yes,"Cooktop, Gas Range, Gas Oven, Refrigerator",72730.0,no,no,no,no,USA
247,2408 LONGVIEW ST APT 111,"Austin, TX",78705.0,2,1,720,2,Yes,"Dishwasher, Disposal, Gas Range, Microwave, Free-standing Range, Refrigerator, Washer/Dryer Stacked",116368.0,yes,no,no,no,USA
248,501 W 30TH ST # 5,"Austin, TX",78705.0,2,2,"1,095",1,Yes,"Dishwasher, Disposal, Microwave, Free-standing Range, Refrigerator, Stainless Steel Appliance(s), Washer/Dryer, Water Heater-electric",211956.0,yes,no,no,no,USA
249,2100 SAN GABRIEL ST APT 101,"Austin, TX",78705.0,2,2,"1,089",2,Yes,"Cooktop, Dishwasher, Disposal, Electric Cooktop, Electric Range, Freezer, Oven, Electric Oven, Refrigerator",145460.0,no,no,no,no,USA
250,360 NUECES ST APT 3101,"Austin, TX",78701.0,1,1,801,1,Yes,"Built-in Oven(s), Dishwasher, Disposal, Electric Range, Microwave, Free-standing Range, Refrigerator, Self Cleaning Oven, Vented Exhaust Fan, Washer/Dryer Stacked",224424.0,no,no,no,no,USA
251,501 W 30TH ST # 8,"Austin, TX",78705.0,2,2,"1,095",1,Yes,"Dishwasher, Disposal, Microwave, Free-standing Range, Refrigerator, Stainless Steel Appliance(s), Washer/Dryer, Water Heater-electric",211956.0,yes,no,no,no,USA
252,3404 GROOMS ST APT A,"Austin, TX",78705.0,1,1,900,1,Yes,"Oven, Free-standing Range, Refrigerator",149616.0,no,no,no,no,USA
253,1212 HOLLOW CREEK DR # C,"Austin, TX",78704.0,2,1,835,2,Yes,"Dishwasher, Electric Range, Electric Oven, Refrigerator, See Remarks",165824.0,yes,no,no,no,USA
254,2706 COLE ST APT 101B,"Austin, TX",78705.0,2,1,812,2,Yes,"Dishwasher, Disposal, Microwave, Oven, Free-standing Range, Refrigerator, Washer/Dryer Stacked",141304.0,yes,no,no,no,USA
255,803 W 28TH ST APT 101,"Austin, TX",78705.0,2,1,718,2,Yes,"Dishwasher, Disposal, Microwave, Gas Oven, Refrigerator",141304.0,yes,no,no,no,USA
256,2703 SWISHER ST APT 203A,"Austin, TX",78705.0,2,1,774,1,Yes,"Dishwasher, Disposal, Dryer, Microwave, Free-standing Range, Refrigerator, Washer",141304.0,yes,no,no,no,USA
257,222 WEST AVE UNIT 1603,"Austin, TX",78701.0,1,1,687,1,Yes,"Disposal, Gas Range, Microwave, Refrigerator, Washer/Dryer",241048.0,no,no,yes,no,USA
258,,,,—,2,"1,439",No Info,No Info,,0.0,no,no,no,no,USA
259,706 W 24TH ST APT 302,"Austin, TX",78705.0,2,2,677,2,Yes,"Dishwasher, Disposal, Electric Cooktop, Microwave, Oven, Free-standing Range, Refrigerator, Washer/Dryer",139226.0,yes,no,no,no,USA
260,404 KENNISTON DR APT B,"Austin, TX",78752.0,2,1,933,1,Yes,"Dishwasher, Disposal, Electric Range, Refrigerator",103900.0,yes,no,no,no,USA
261,2711 SAINT EDWARDS CIR # 1,"Austin, TX",78704.0,2,1,"1,862",2,Yes,"Dishwasher, Disposal, Dryer, Free-standing Range, Refrigerator, Washer",162084.0,yes,no,no,no,USA
